true_x,true_y,pred_x,pred_y
"[52.266666666666666, 49.733333333333334, 46.8, 49.333333333333336, 54.93333333333333, 57.06666666666667, 57.333333333333336, 50.93333333333333, 50.4, 51.06666666666667, 54, 54.266666666666666, 53.6, 52, 53.06666666666667, 51.06666666666667, 54]","[39.573459715639814, 45.26066350710901, 48.1042654028436, 43.36492890995261, 44.78672985781991, 53.317535545023695, 61.37440758293839, 63.03317535545024, 73.22274881516587, 82.93838862559242, 61.611374407582936, 73.93364928909952, 82.93838862559242, 38.388625592417064, 38.388625592417064, 39.573459715639814, 40.04739336492891]","[52.552083333333336, 49.635416666666664, 46.510416666666664, 49.583333333333336, 55.625, 57.1875, 56.875, 50.208333333333336, 50.15625, 50.520833333333336, 54.270833333333336, 53.90625, 53.17708333333333, 52.083333333333336, 53.07291666666667, 51.09375000000001, 54.166666666666664]","[39.166666666666664, 45.27777777777778, 47.87037037037037, 43.7962962962963, 45.925925925925924, 53.70370370370371, 58.611111111111114, 62.68518518518519, 75.0925925925926, 84.35185185185186, 62.87037037037037, 74.81481481481481, 84.25925925925925, 37.870370370370374, 37.870370370370374, 39.07407407407407, 38.88888888888889]"
"[50.53333333333333, 48, 47.733333333333334, 47.6, 53.46666666666667, 55.06666666666667, 55.86666666666667, 49.46666666666667, 50.266666666666666, 50.266666666666666, 52.53333333333333, 52.266666666666666, 52.13333333333333, 50.13333333333333, 50.93333333333333, 0.0, 52.4]","[24.644549763033176, 30.56872037914692, 36.96682464454976, 43.60189573459716, 29.85781990521327, 36.492890995260666, 42.654028436018955, 46.91943127962085, 54.2654028436019, 61.37440758293839, 46.682464454976305, 54.2654028436019, 61.13744075829384, 23.696682464454977, 23.696682464454977, 0.0, 24.881516587677726]","[50.72916666666667, 48.645833333333336, 47.447916666666664, 47.083333333333336, 53.17708333333333, 54.427083333333336, 55.885416666666664, 49.47916666666667, 49.84375, 49.895833333333336, 52.03124999999999, 51.979166666666664, 51.87500000000001, 50.31250000000001, 51.40625, 0.0, 52.39583333333333]","[24.35185185185185, 30.09259259259259, 37.31481481481482, 44.53703703703704, 30.277777777777775, 37.5, 43.333333333333336, 44.44444444444444, 53.888888888888886, 62.59259259259259, 44.53703703703704, 53.7962962962963, 63.14814814814815, 23.61111111111111, 23.703703703703706, 0.0, 24.166666666666668]"
"[42.40331491712707, 40.88397790055249, 40.331491712707184, 41.988950276243095, 43.78453038674033, 45.027624309392266, 45.027624309392266, 41.988950276243095, 41.574585635359114, 41.988950276243095, 44.06077348066298, 44.19889502762431, 44.06077348066298, 42.12707182320442, 42.67955801104972, 41.574585635359114, 43.232044198895025]","[35.13513513513514, 36.60933660933661, 39.31203931203931, 36.11793611793612, 37.59213759213759, 42.75184275184275, 45.945945945945944, 48.402948402948404, 54.054054054054056, 58.23095823095823, 48.157248157248155, 54.054054054054056, 57.73955773955774, 33.90663390663391, 33.90663390663391, 34.3980343980344, 33.90663390663391]","[42.34375, 40.989583333333336, 40.15625, 38.958333333333336, 43.90625, 44.895833333333336, 45.15625, 41.979166666666664, 41.770833333333336, 42.083333333333336, 43.541666666666664, 44.27083333333333, 44.322916666666664, 41.979166666666664, 42.65625, 41.822916666666664, 43.125]","[34.81481481481482, 37.592592592592595, 41.01851851851852, 43.05555555555556, 37.31481481481482, 41.2962962962963, 44.907407407407405, 46.01851851851852, 52.96296296296297, 58.79629629629629, 46.01851851851852, 52.77777777777778, 58.425925925925924, 33.88888888888889, 33.88888888888889, 34.074074074074076, 34.25925925925926]"
"[51.46666666666667, 50.53333333333333, 49.733333333333334, 50.53333333333333, 52.93333333333333, 53.733333333333334, 53.6, 50.266666666666666, 50.8, 50.4, 52.8, 52.666666666666664, 52.666666666666664, 51.46666666666667, 52.13333333333333, 50.93333333333333, 52.4]","[44.54976303317535, 47.39336492890995, 50.4739336492891, 50.23696682464455, 46.682464454976305, 52.3696682464455, 54.73933649289099, 55.45023696682465, 60.426540284360186, 66.58767772511848, 55.45023696682465, 61.37440758293839, 66.11374407582939, 43.60189573459716, 43.838862559241704, 44.07582938388626, 44.54976303317535]","[51.61458333333333, 50.260416666666664, 49.73958333333333, 50.260416666666664, 52.81249999999999, 53.697916666666664, 53.333333333333336, 50.520833333333336, 50.364583333333336, 50.260416666666664, 52.44791666666667, 52.65625000000001, 52.760416666666664, 51.197916666666664, 52.135416666666664, 50.72916666666667, 52.5]","[44.351851851851855, 47.31481481481482, 50.27777777777778, 51.48148148148148, 46.75925925925926, 50.46296296296296, 52.5, 54.629629629629626, 60.92592592592593, 66.11111111111111, 54.72222222222223, 60.74074074074074, 65.83333333333333, 43.425925925925924, 43.51851851851852, 43.98148148148148, 43.7962962962963]"
"[42.8, 40.4, 38, 35.6, 44.93333333333333, 47.333333333333336, 50.266666666666666, 41.86666666666667, 43.46666666666667, 44.266666666666666, 45.733333333333334, 45.46666666666667, 45.46666666666667, 42.266666666666666, 43.46666666666667, 0.0, 0.0]","[36.018957345971565, 40.52132701421801, 46.682464454976305, 51.8957345971564, 40.99526066350711, 44.312796208530806, 47.39336492890995, 56.161137440758296, 65.16587677725119, 73.69668246445498, 55.21327014218009, 64.69194312796209, 73.22274881516587, 35.308056872037916, 35.54502369668246, 0.0, 0.0]","[99.94791666666667, 67.29166666666667, 43.072916666666664, 99.94791666666667, 87.03125, 91.61458333333333, 67.39583333333333, 42.604166666666664, 0.3645833333333333, 99.94791666666667, 87.1875, 91.45833333333333, 67.29166666666667, 40.46875, 5.052083333333333, 0.0, 0.0]","[27.22222222222222, 28.51851851851852, 34.81481481481482, 27.500000000000004, 28.425925925925927, 28.703703703703702, 30.37037037037037, 40.27777777777778, 73.05555555555556, 27.870370370370374, 28.425925925925927, 28.61111111111111, 30.925925925925924, 40.925925925925924, 69.81481481481482, 0.0, 0.0]"
"[46.4, 45.06666666666667, 44.53333333333333, 45.6, 48, 48.666666666666664, 48.53333333333333, 45.733333333333334, 45.86666666666667, 46.266666666666666, 47.46666666666667, 47.733333333333334, 47.733333333333334, 46, 46.8, 45.6, 47.2]","[42.89099526066351, 43.838862559241704, 47.156398104265406, 45.97156398104266, 43.127962085308056, 47.156398104265406, 49.28909952606635, 49.76303317535545, 53.08056872037915, 56.161137440758296, 49.5260663507109, 52.60663507109005, 55.21327014218009, 42.654028436018955, 42.41706161137441, 42.41706161137441, 41.70616113744076]","[47.13541666666667, 47.39583333333333, 47.447916666666664, 47.239583333333336, 46.458333333333336, 46.09375, 45.989583333333336, 47.1875, 47.291666666666664, 47.447916666666664, 46.875, 46.770833333333336, 46.927083333333336, 47.03125, 47.447916666666664, 46.71875, 0.0]","[44.72222222222222, 45.092592592592595, 46.666666666666664, 47.87037037037037, 45.092592592592595, 46.38888888888889, 47.96296296296296, 48.61111111111111, 51.20370370370371, 55.46296296296296, 48.888888888888886, 52.03703703703704, 55.46296296296296, 44.72222222222222, 43.7962962962963, 43.05555555555556, 0.0]"
"[38.8, 36.8, 36.266666666666666, 37.333333333333336, 41.6, 42.8, 43.06666666666667, 38.53333333333333, 39.86666666666667, 40.4, 42.13333333333333, 42.266666666666666, 42.666666666666664, 0.0, 39.2, 0.0, 40]","[28.90995260663507, 35.78199052132702, 39.09952606635071, 31.753554502369667, 35.54502369668246, 43.36492890995261, 51.18483412322275, 51.18483412322275, 61.37440758293839, 70.14218009478672, 50.71090047393365, 60.66350710900474, 68.95734597156398, 0.0, 28.19905213270142, 0.0, 29.85781990521327]","[38.697916666666664, 37.447916666666664, 36.5625, 36.875, 41.40625, 42.864583333333336, 43.072916666666664, 38.697916666666664, 39.791666666666664, 40.46875, 41.354166666666664, 42.44791666666667, 42.70833333333333, 0.0, 39.32291666666667, 0.0, 40.3125]","[29.537037037037038, 36.11111111111111, 41.11111111111111, 33.51851851851852, 36.388888888888886, 42.592592592592595, 48.51851851851852, 50.18518518518519, 60.18518518518518, 69.44444444444444, 49.907407407407405, 59.53703703703703, 67.31481481481481, 0.0, 29.074074074074076, 0.0, 30.277777777777775]"
"[51.38121546961326, 50.27624309392265, 50.27624309392265, 50.966850828729285, 52.48618784530387, 52.90055248618785, 52.6243093922652, 50.552486187845304, 50.69060773480663, 50.966850828729285, 52.07182320441989, 52.07182320441989, 51.65745856353591, 51.10497237569061, 51.65745856353591, 50.828729281767956, 52.209944751381215]","[46.68304668304668, 48.157248157248155, 50.614250614250615, 47.42014742014742, 48.648648648648646, 52.57985257985258, 54.79115479115479, 53.562653562653566, 58.47665847665848, 62.40786240786241, 53.31695331695332, 58.72235872235872, 62.16216216216216, 45.945945945945944, 45.945945945945944, 45.20884520884521, 45.7002457002457]","[52.23958333333333, 51.927083333333336, 51.45833333333333, 52.1875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[50.18518518518519, 54.35185185185185, 58.333333333333336, 54.25925925925926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[48, 46, 44.93333333333333, 46.13333333333333, 49.333333333333336, 50, 49.86666666666667, 46.53333333333333, 46.4, 46.13333333333333, 48.666666666666664, 49.06666666666667, 49.2, 47.333333333333336, 48.266666666666666, 46.53333333333333, 0.0]","[45.497630331753555, 47.6303317535545, 52.3696682464455, 50, 47.6303317535545, 53.08056872037915, 56.872037914691944, 56.63507109004739, 63.74407582938389, 67.53554502369668, 56.63507109004739, 63.507109004739334, 67.77251184834124, 45.023696682464454, 44.78672985781991, 44.78672985781991, 0.0]","[13.645833333333332, 47.65625, 15.416666666666668, 0.3645833333333333, 47.8125, 14.374999999999998, 46.197916666666664, 14.6875, 45.416666666666664, 12.968750000000002, 0.3645833333333333, 46.458333333333336, 15.937499999999998, 0.0, 2.864583333333333, 0.3645833333333333, 0.0]","[31.944444444444443, 46.01851851851852, 32.77777777777778, 47.68518518518518, 48.51851851851852, 33.14814814814815, 48.7962962962963, 37.68518518518518, 52.03703703703704, 39.351851851851855, 45.370370370370374, 52.59259259259259, 32.31481481481481, 44.72222222222222, 45.370370370370374, 47.22222222222222, 0.0]"
"[46.53333333333333, 45.2, 44.666666666666664, 0.0, 50.4, 52.266666666666666, 49.46666666666667, 46.53333333333333, 46.53333333333333, 46.93333333333333, 49.06666666666667, 50.13333333333333, 50, 45.86666666666667, 47.333333333333336, 0.0, 48.53333333333333]","[34.834123222748815, 40.28436018957346, 45.7345971563981, 0.0, 39.09952606635071, 42.89099526066351, 39.09952606635071, 54.73933649289099, 62.08530805687204, 67.77251184834124, 55.21327014218009, 63.03317535545024, 70.14218009478672, 33.649289099526065, 33.41232227488152, 0.0, 33.88625592417062]","[46.666666666666664, 45.416666666666664, 45.104166666666664, 0.0, 44.947916666666664, 50.364583333333336, 52.604166666666664, 49.21875, 46.71875, 47.13541666666667, 47.34375, 49.895833333333336, 50.260416666666664, 50.364583333333336, 46.25, 0.0, 46.145833333333336]","[34.166666666666664, 40.09259259259259, 46.48148148148148, 0.0, 52.87037037037037, 39.07407407407407, 42.77777777777778, 37.5, 53.98148148148149, 64.25925925925927, 70.37037037037037, 53.888888888888886, 64.16666666666667, 73.70370370370371, 33.14814814814815, 0.0, 34.72222222222222]"
"[47.733333333333334, 46.13333333333333, 45.2, 46.4, 48.93333333333333, 49.333333333333336, 48.4, 46.666666666666664, 46.666666666666664, 46.93333333333333, 48.53333333333333, 48.4, 48.53333333333333, 47.333333333333336, 48.4, 46.666666666666664, 48.93333333333333]","[51.18483412322275, 54.02843601895734, 56.63507109004739, 59.00473933649289, 53.55450236966825, 56.63507109004739, 58.53080568720379, 62.55924170616114, 67.06161137440758, 70.85308056872037, 62.08530805687204, 66.82464454976304, 70.85308056872037, 50.4739336492891, 50.71090047393365, 50.23696682464455, 51.18483412322275]","[47.760416666666664, 46.510416666666664, 45.729166666666664, 46.510416666666664, 48.645833333333336, 49.166666666666664, 48.69791666666667, 47.239583333333336, 47.34375, 47.552083333333336, 48.020833333333336, 47.96875, 48.020833333333336, 47.552083333333336, 47.96875, 47.1875, 48.28125]","[51.11111111111111, 54.25925925925926, 56.94444444444444, 56.75925925925925, 54.35185185185185, 57.68518518518518, 57.31481481481482, 62.03703703703704, 68.24074074074075, 72.96296296296296, 61.94444444444444, 68.24074074074075, 73.05555555555556, 50.46296296296296, 50.55555555555556, 50.92592592592593, 51.11111111111111]"
"[51.86666666666667, 50.93333333333333, 50.53333333333333, 50.93333333333333, 52.666666666666664, 53.6, 52.93333333333333, 51.6, 51.2, 50.93333333333333, 52.666666666666664, 52.4, 52.4, 51.6, 52.13333333333333, 51.333333333333336, 52.4]","[53.791469194312796, 56.39810426540284, 60.18957345971564, 62.55924170616114, 56.161137440758296, 57.10900473933649, 55.21327014218009, 62.55924170616114, 65.40284360189574, 68.95734597156398, 62.322274881516584, 65.16587677725119, 69.19431279620854, 53.317535545023695, 53.317535545023695, 54.02843601895734, 53.791469194312796]","[52.44791666666667, 52.135416666666664, 51.66666666666667, 51.927083333333336, 52.552083333333336, 52.65625000000001, 52.5, 52.135416666666664, 51.979166666666664, 51.87500000000001, 52.5, 52.39583333333333, 52.083333333333336, 52.39583333333333, 52.5, 52.29166666666667, 52.552083333333336]","[55.00000000000001, 56.574074074074076, 58.79629629629629, 59.53703703703703, 56.666666666666664, 58.79629629629629, 59.166666666666664, 60.92592592592593, 65.18518518518519, 68.7962962962963, 60.92592592592593, 64.9074074074074, 69.16666666666667, 54.72222222222223, 54.629629629629626, 54.72222222222223, 54.81481481481482]"
"[51.6, 50.93333333333333, 49.86666666666667, 50.8, 52.666666666666664, 53.06666666666667, 53.2, 50.8, 50.8, 50.666666666666664, 52.4, 52.53333333333333, 52.266666666666666, 51.333333333333336, 52, 0.0, 52.13333333333333]","[55.45023696682465, 57.81990521327014, 57.58293838862559, 55.92417061611374, 57.58293838862559, 59.71563981042654, 61.611374407582936, 62.08530805687204, 64.92890995260663, 68.24644549763033, 62.08530805687204, 65.16587677725119, 68.48341232227489, 54.502369668246445, 54.502369668246445, 0.0, 55.21327014218009]","[52.135416666666664, 51.979166666666664, 51.66666666666667, 51.87500000000001, 52.39583333333333, 52.39583333333333, 52.135416666666664, 52.1875, 52.1875, 52.083333333333336, 52.34375, 52.34375, 52.1875, 51.979166666666664, 52.083333333333336, 0.0, 51.979166666666664]","[55.833333333333336, 57.870370370370374, 58.88888888888889, 58.98148148148148, 57.96296296296296, 58.79629629629629, 59.074074074074076, 60.74074074074074, 64.53703703703704, 68.61111111111111, 60.74074074074074, 64.35185185185185, 68.33333333333333, 55.55555555555556, 55.46296296296296, 0.0, 55.18518518518518]"
"[44, 43.2, 40.266666666666666, 41.733333333333334, 46.93333333333333, 48.13333333333333, 47.86666666666667, 44, 44.13333333333333, 44.4, 46.666666666666664, 47.333333333333336, 47.733333333333334, 43.6, 44.53333333333333, 0.0, 45.6]","[31.04265402843602, 35.54502369668246, 38.86255924170616, 34.834123222748815, 35.78199052132702, 40.99526066350711, 45.26066350710901, 47.867298578199055, 54.02843601895734, 61.611374407582936, 47.156398104265406, 54.73933649289099, 60.426540284360186, 30.33175355450237, 30.33175355450237, 0.0, 30.56872037914692]","[44.21875, 42.552083333333336, 40.677083333333336, 40.989583333333336, 46.25, 47.5, 47.5, 43.28125, 43.697916666666664, 43.645833333333336, 45.78125, 46.770833333333336, 47.03125, 43.645833333333336, 44.739583333333336, 0.0, 45.3125]","[31.48148148148148, 35.55555555555556, 39.351851851851855, 36.388888888888886, 35.74074074074074, 40.46296296296296, 45.18518518518518, 46.38888888888889, 54.35185185185185, 60.92592592592593, 46.2037037037037, 53.98148148148149, 60.74074074074074, 30.37037037037037, 30.462962962962965, 0.0, 31.203703703703706]"
"[48.13333333333333, 45.733333333333334, 48.53333333333333, 48.666666666666664, 47.733333333333334, 48.266666666666666, 48.93333333333333, 46.266666666666666, 46.13333333333333, 45.6, 48.13333333333333, 47.6, 46.8, 47.333333333333336, 47.86666666666667, 45.733333333333334, 46.8]","[35.54502369668246, 40.758293838862556, 44.78672985781991, 38.62559241706161, 39.33649289099526, 46.682464454976305, 49.28909952606635, 55.92417061611374, 63.981042654028435, 70.85308056872037, 53.55450236966825, 62.55924170616114, 68.48341232227489, 34.59715639810427, 33.88625592417062, 36.25592417061611, 35.54502369668246]","[48.020833333333336, 46.302083333333336, 35.572916666666664, 45.3125, 35.520833333333336, 48.020833333333336, 35.052083333333336, 48.75, 34.84375, 47.65625, 35.572916666666664, 48.4375, 35.260416666666664, 49.166666666666664, 45.729166666666664, 35.0, 45.885416666666664]","[35.18518518518518, 40.46296296296296, 68.51851851851852, 41.01851851851852, 69.25925925925925, 45.27777777777778, 70.92592592592592, 37.96296296296296, 72.22222222222221, 39.72222222222222, 68.7962962962963, 45.46296296296296, 71.94444444444444, 38.98148148148148, 54.629629629629626, 74.07407407407408, 63.33333333333333]"
"[46.833578792341676, 46.53902798232695, 46.391752577319586, 46.24447717231222, 49.779086892488955, 51.10456553755523, 48.748159057437405, 46.24447717231222, 0.0, 0.0, 49.63181148748159, 0.0, 0.0, 46.68630338733431, 47.27540500736377, 0.0, 48.748159057437405]","[51.832460732984295, 53.92670157068063, 60.20942408376963, 63.089005235602095, 54.45026178010471, 60.99476439790576, 63.35078534031414, 67.27748691099477, 0.0, 0.0, 67.80104712041884, 0.0, 0.0, 50.52356020942408, 50, 0.0, 50.52356020942408]","[47.447916666666664, 46.875, 45.57291666666667, 44.322916666666664, 50.05208333333333, 50.989583333333336, 50.31250000000001, 47.39583333333333, 0.0, 0.0, 49.427083333333336, 0.0, 0.0, 47.1875, 47.760416666666664, 0.0, 48.75]","[51.2962962962963, 54.907407407407405, 59.351851851851855, 61.38888888888889, 54.81481481481482, 59.62962962962963, 63.42592592592593, 63.98148148148148, 0.0, 0.0, 64.25925925925927, 0.0, 0.0, 50.55555555555556, 50.55555555555556, 0.0, 50.92592592592593]"
